heart_rate,calories_burned,sleep_hours,steps_walked,stress_level,posture_score,joint_flexibility,repetition_count,motion_type,shift_hours,night_shift,overtime_hours,risk_class
100,1508,9.3,4528,2,83,44,412,climbing,7,1,3,1
71,1711,9.3,14416,10,39,157,64,sitting,8,1,0,1
112,3821,7.0,15055,7,53,123,6,climbing,6,1,1,1
74,3920,4.4,12685,2,75,118,345,sitting,8,1,2,0
119,3318,5.9,17839,1,34,71,429,lifting,6,1,3,2
113,2813,7.6,12335,3,26,94,10,climbing,12,1,1,1
100,3939,4.7,16028,2,77,32,243,bending,8,0,1,1
82,2221,5.2,7388,8,58,94,283,walking,7,0,4,1
97,1551,4.1,16449,1,24,131,103,climbing,10,0,5,1
111,2000,6.8,18110,9,51,169,108,kneeling,11,1,2,1
72,2634,7.3,17356,1,37,173,145,lifting,12,0,4,1
76,1754,8.7,19109,8,79,31,128,kneeling,11,0,4,1
72,1966,6.8,16117,3,36,89,378,walking,8,0,4,0
118,2846,3.8,14575,2,44,93,156,sitting,6,1,5,1
106,3820,8.1,9006,8,98,169,120,walking,7,0,3,1
103,3635,6.4,8528,5,87,45,167,kneeling,7,1,4,1
107,3563,3.9,17956,8,21,112,483,kneeling,8,0,2,1
81,3181,6.4,14217,4,37,76,236,walking,6,0,3,0
75,3103,5.3,2250,4,87,152,30,sitting,12,0,4,1
118,1683,9.3,18723,9,33,66,317,sitting,11,1,3,2
87,2378,4.7,15920,7,97,176,452,walking,10,0,2,0
109,3336,8.2,4718,3,21,80,232,climbing,12,0,2,1
97,1944,7.0,4214,7,96,174,239,lifting,12,1,3,1
97,3334,4.8,1670,8,26,74,249,bending,6,0,3,2
70,2245,8.9,13041,7,86,102,36,kneeling,6,0,1,0
68,2048,3.9,8223,8,85,139,315,bending,11,0,4,1
85,3275,8.7,16475,0,98,108,40,bending,12,1,3,1
70,2535,4.0,14468,8,63,159,489,bending,11,1,2,1
104,2354,7.9,19564,8,29,39,497,sitting,7,1,0,1
83,2409,5.3,10368,9,43,84,21,bending,10,0,0,1
90,3888,8.9,8612,4,65,133,183,lifting,12,0,4,1
102,1608,8.5,6521,6,78,106,436,bending,12,1,1,1
106,2422,7.2,5319,5,93,174,40,climbing,12,0,5,1
105,2246,6.4,11398,2,37,145,120,climbing,12,0,5,1
68,3194,4.7,18301,6,34,149,56,climbing,10,0,1,1
108,3746,8.5,12115,8,33,156,259,lifting,6,1,1,1
79,2813,3.6,11290,7,88,84,187,sitting,7,0,0,0
119,2319,8.8,12078,7,99,131,46,sitting,8,1,0,0
63,2846,6.2,19644,7,97,170,155,walking,6,1,1,0
70,3487,7.8,3762,1,21,149,156,climbing,8,1,0,1
85,3013,8.1,8755,0,42,31,13,climbing,10,1,2,1
101,2166,4.6,2653,4,37,35,328,sitting,7,0,2,1
89,1539,5.1,18102,4,84,110,24,lifting,7,1,3,1
68,2711,5.5,19370,9,50,66,369,lifting,12,0,4,1
80,3753,7.6,15506,5,38,46,450,kneeling,7,0,3,1
98,2719,5.2,13288,4,48,55,10,walking,10,0,5,1
116,2051,3.7,17035,6,63,163,109,bending,8,1,0,1
101,3425,8.8,14874,2,21,163,379,kneeling,7,1,4,1
96,3526,7.2,9216,8,47,74,291,sitting,10,0,3,1
76,2076,5.9,1288,1,77,120,31,lifting,9,1,2,1
77,3349,8.6,2061,3,29,137,452,bending,12,0,2,1
89,2283,6.1,11192,0,97,136,286,lifting,6,0,0,0
61,2361,6.9,18370,10,35,147,373,lifting,11,1,3,2
85,2887,9.3,11887,4,56,39,286,kneeling,10,1,0,0
72,3509,4.5,19786,3,23,108,441,lifting,10,0,4,1
101,2722,6.8,14360,0,56,137,80,lifting,12,1,1,1
114,3754,5.3,5549,2,32,123,391,climbing,7,1,1,1
98,3491,6.0,17508,2,100,119,65,walking,10,0,2,0
109,2653,6.3,7870,2,97,121,490,sitting,12,1,2,1
80,2474,8.2,18341,3,66,37,223,sitting,11,1,0,1
72,3854,8.4,16448,10,55,94,127,walking,10,1,4,1
68,1510,4.6,5480,2,35,66,120,bending,11,1,5,2
60,2440,4.4,5521,8,84,166,311,bending,9,0,5,1
71,3276,3.7,12538,2,27,138,433,lifting,6,1,0,1
116,1599,8.4,13643,9,83,151,351,bending,9,1,1,1
117,2071,5.0,13873,3,81,150,105,climbing,11,1,1,1
67,3311,6.8,16443,2,41,161,368,bending,6,1,5,1
104,2415,5.9,3941,7,57,77,377,walking,10,0,5,1
94,3285,7.1,3910,9,30,163,27,kneeling,10,0,3,1
79,2807,5.5,5290,7,60,80,253,lifting,6,1,0,1
118,1638,4.5,7569,3,69,70,287,climbing,8,0,0,1
85,3973,4.3,16449,10,26,92,484,kneeling,10,0,5,1
106,1790,7.5,15004,10,53,178,10,walking,9,1,3,1
64,3234,6.7,17036,2,95,86,36,kneeling,6,0,0,0
118,1841,6.8,12552,4,21,125,387,climbing,12,1,2,1
93,3490,8.7,8226,8,30,157,49,climbing,12,1,3,2
78,3961,8.8,1730,7,98,76,124,walking,10,1,1,0
75,3480,5.0,5797,3,23,114,388,climbing,9,0,5,1
63,3392,4.5,14313,9,51,61,450,kneeling,11,1,4,1
109,2890,4.5,4319,8,75,66,189,walking,10,1,3,1
73,3879,5.1,18608,7,56,77,68,sitting,7,1,4,1
63,3916,8.5,7583,4,38,128,386,kneeling,12,0,3,1
74,2757,5.0,19383,3,20,94,57,lifting,12,1,2,1
81,3670,7.2,1356,1,96,87,326,climbing,9,0,4,0
84,3544,5.4,15221,6,88,36,404,climbing,7,1,2,1
104,3381,8.5,1763,7,33,147,262,lifting,9,1,2,1
114,1653,4.5,10940,7,37,64,103,lifting,8,1,5,2
78,2131,3.8,1416,7,70,121,249,kneeling,9,1,3,1
82,3638,4.0,7771,4,49,105,354,sitting,9,1,5,1
84,2189,4.9,19640,6,72,93,228,kneeling,9,0,1,0
60,2568,9.3,17174,7,72,153,434,bending,11,1,0,1
76,2927,9.0,1998,6,96,72,178,lifting,11,0,0,0
82,3028,6.1,6815,9,38,146,342,kneeling,6,0,3,1
69,2558,7.6,1352,4,75,153,240,kneeling,7,0,4,0
75,3888,5.5,2762,2,100,148,286,climbing,11,0,5,1
117,3078,4.7,4545,4,31,88,162,bending,6,0,5,1
113,3980,6.2,11269,1,58,48,90,lifting,12,0,0,1
109,3883,3.6,17177,7,49,136,278,sitting,7,0,3,1
119,2770,9.1,16211,6,35,59,171,sitting,10,1,4,1
102,3456,8.1,17621,4,21,30,265,lifting,6,0,2,1
114,2078,4.0,9667,0,81,138,370,climbing,9,1,5,1
110,1915,7.2,13743,6,57,120,103,walking,10,0,3,0
74,2335,4.2,15383,10,58,142,204,lifting,7,0,0,1
90,3316,6.2,13041,3,50,177,209,sitting,6,1,2,0
65,2174,6.4,13103,7,92,167,282,lifting,7,1,1,0
63,3995,8.6,7463,5,40,123,36,walking,6,1,2,0
81,2778,9.1,14114,7,27,32,146,climbing,8,1,0,1
112,1906,9.5,18000,0,91,147,16,walking,8,0,0,0
85,2303,6.7,3421,0,31,32,271,walking,6,0,2,0
72,2905,8.0,5522,7,91,35,23,bending,8,1,0,1
92,3682,5.9,19278,10,56,51,307,climbing,7,1,0,2
111,3952,5.1,15370,4,69,37,370,sitting,9,0,1,1
70,1758,8.1,7480,9,61,153,212,bending,10,1,1,1
93,3982,4.9,11722,6,36,98,57,kneeling,8,0,3,1
117,3773,5.9,4249,8,94,75,237,kneeling,9,1,3,1
92,3420,7.8,19639,6,78,81,238,bending,10,1,3,1
94,3632,8.3,17967,5,96,134,223,sitting,7,0,3,0
114,2394,9.4,10965,8,80,171,418,climbing,11,1,4,2
61,2011,3.8,4811,10,31,159,145,walking,11,1,2,1
67,1519,4.4,2654,5,88,91,164,kneeling,12,1,5,1
90,3764,6.6,18462,3,64,64,192,walking,11,1,1,0
118,3707,4.6,13990,0,75,146,18,climbing,7,1,0,1
119,1829,8.7,16446,10,98,72,446,climbing,6,0,4,1
120,3706,7.8,3003,9,61,141,359,lifting,12,1,5,2
96,3996,4.9,6921,3,37,79,220,climbing,11,0,3,2
104,2893,7.6,2563,1,92,152,109,lifting,6,0,1,0
61,2080,8.7,6542,2,34,130,123,lifting,9,1,5,1
103,1891,7.2,8296,8,92,62,338,climbing,7,0,2,1
118,1564,7.1,11993,8,70,92,163,sitting,9,0,1,0
110,2070,5.8,15069,2,52,68,297,bending,10,1,3,1
112,2413,7.0,15694,4,36,128,216,walking,7,0,1,0
69,3661,8.8,1884,0,43,86,328,climbing,6,1,0,1
99,2300,3.9,3174,7,51,93,199,lifting,7,0,4,1
73,2326,6.8,18956,9,52,117,323,sitting,11,1,2,1
112,1832,7.6,12029,2,50,165,348,sitting,10,1,1,0
82,1586,9.3,13535,7,29,87,72,walking,12,0,3,1
112,1565,7.0,8805,1,50,109,475,climbing,8,1,1,1
98,1540,7.7,11781,10,49,86,295,sitting,10,0,1,1
104,2047,8.4,14880,5,25,33,60,walking,10,0,4,1
79,3684,7.2,13697,4,62,45,126,bending,6,0,3,1
89,3856,7.1,7648,4,72,173,377,lifting,9,0,3,0
82,3120,3.9,4676,10,83,109,241,walking,9,1,1,1
73,2744,8.6,15224,8,89,142,254,walking,9,1,5,1
72,3744,6.0,19002,9,82,44,227,walking,12,1,5,1
68,1918,6.7,1531,8,98,82,55,climbing,10,0,1,0
106,3541,7.0,13180,3,58,64,348,bending,6,1,3,1
85,3558,3.6,15956,3,65,73,202,climbing,8,1,2,1
116,2222,7.2,18665,0,67,92,332,lifting,12,0,3,1
67,1536,8.4,9806,10,75,35,422,bending,8,0,0,1
120,1594,4.1,19478,9,63,30,23,kneeling,12,1,1,2
85,2611,8.7,5698,7,33,136,462,climbing,8,0,0,0
83,3849,5.0,11922,4,30,124,431,climbing,11,0,1,1
97,3531,5.1,9250,7,56,68,332,sitting,10,0,4,1
114,3880,7.7,17112,4,74,113,45,kneeling,10,1,3,1
103,3033,5.8,4608,6,23,82,94,bending,10,1,5,2
94,3844,6.4,10927,1,83,62,220,walking,11,1,1,1
93,3756,4.3,17454,0,87,71,440,walking,6,1,1,1
102,1656,7.5,5983,5,39,40,5,bending,7,0,2,1
70,3197,6.9,18935,0,89,152,278,walking,8,0,2,0
84,3528,7.4,15534,10,84,114,332,lifting,12,1,0,1
84,1775,5.0,5959,1,78,165,273,bending,11,0,3,1
101,2252,5.9,14191,9,85,151,137,walking,7,0,1,1
118,3671,9.0,10414,4,59,132,35,lifting,9,1,2,1
98,3007,9.0,16019,1,30,142,399,lifting,8,1,5,1
104,2767,7.4,3329,5,44,128,62,sitting,8,0,5,1
102,3718,8.8,8157,1,49,68,48,bending,10,0,5,1
84,3438,8.3,10886,9,33,122,201,lifting,6,0,3,1
68,3268,3.9,13475,8,65,48,215,sitting,11,0,5,1
113,3240,5.2,2687,5,90,103,489,sitting,8,0,5,1
111,2050,6.5,6614,7,37,96,406,walking,10,0,0,0
114,3231,9.1,15172,4,96,151,83,bending,8,0,1,0
80,3961,5.4,10832,8,66,57,385,walking,7,1,2,1
97,3869,8.1,8326,4,66,171,95,walking,10,0,4,0
91,1957,5.9,9283,6,76,118,221,kneeling,12,0,4,1
100,2244,5.4,15948,6,86,38,241,walking,8,1,5,1
96,3312,5.6,3385,3,31,112,381,sitting,9,0,3,1
91,3229,9.2,4405,3,75,33,221,walking,10,1,5,1
97,2628,9.1,16240,10,43,157,69,sitting,8,1,5,1
91,3096,7.1,18506,7,60,47,53,kneeling,8,0,5,1
72,2411,5.9,7865,9,92,140,15,lifting,8,1,3,1
67,2992,9.2,19934,9,78,156,337,lifting,10,1,5,1
77,2844,7.2,13865,1,53,39,448,kneeling,12,1,3,1
112,2765,4.0,17654,4,33,66,470,climbing,8,0,2,1
114,2511,9.3,5430,9,48,74,69,climbing,9,1,1,1
104,1741,5.5,15906,2,35,160,220,sitting,8,0,1,1
102,3283,4.1,14174,9,29,149,415,sitting,10,0,5,1
105,3998,5.2,6338,2,77,55,264,lifting,8,1,2,1
114,3512,3.8,14631,8,87,154,492,walking,12,0,5,1
68,3804,6.0,5234,0,64,134,331,walking,7,1,2,0
63,3870,6.2,5804,8,40,143,43,bending,7,0,3,1
75,2002,3.6,19621,6,89,146,464,walking,8,1,0,0
88,3518,8.1,9269,8,87,48,492,climbing,12,0,0,1
77,2384,4.5,18002,1,37,148,248,walking,6,1,3,1
78,2189,7.6,18566,9,53,78,244,kneeling,11,1,1,1
77,2067,6.3,17420,1,54,36,355,climbing,8,0,5,1
81,3736,3.5,19732,10,67,84,55,climbing,8,1,0,1
83,2579,6.8,19193,7,63,78,359,sitting,6,1,5,0
100,2385,4.6,10706,5,68,169,261,bending,10,0,1,1
68,3648,3.9,16721,1,24,170,95,walking,12,0,4,1
77,1729,4.8,9416,9,81,147,183,bending,11,0,1,1
84,3313,8.2,8586,5,85,171,435,sitting,8,1,4,0
62,3728,6.0,18201,1,46,158,345,walking,12,0,5,1
104,1928,8.7,4247,9,72,157,397,bending,9,1,3,1
80,3634,7.9,9171,3,65,126,194,walking,10,0,4,0
70,2241,6.2,14077,10,100,178,463,climbing,9,1,3,1
75,1635,6.7,11232,2,94,159,160,lifting,9,1,0,0
100,2073,4.8,18667,1,26,96,445,climbing,12,0,3,2
102,2501,4.3,1625,1,64,106,192,lifting,7,0,2,1
106,3901,8.6,3980,2,43,167,334,bending,9,1,1,1
66,3916,5.1,4954,10,93,95,417,kneeling,7,1,5,1
103,2806,7.6,4870,8,62,159,28,walking,6,0,5,1
73,1877,5.4,6452,1,89,33,291,climbing,6,0,2,1
119,2132,3.9,4676,8,58,89,166,bending,11,1,1,2
60,3632,3.8,11465,7,38,153,451,walking,10,0,0,0
86,2885,6.8,12843,6,44,76,349,sitting,12,1,2,1
107,1528,7.9,8414,6,20,132,167,climbing,10,0,2,1
76,1534,8.5,18058,5,40,54,230,bending,9,0,5,1
114,3818,6.1,5882,9,43,88,369,bending,8,1,3,2
66,3709,5.3,14661,1,76,78,71,climbing,8,0,0,0
102,3318,5.9,13582,7,52,31,481,lifting,6,1,3,2
111,3247,9.0,12982,3,64,176,192,lifting,9,0,1,0
77,1718,6.8,9234,10,80,127,183,bending,7,0,5,1
82,3062,4.5,10759,7,35,166,30,walking,11,0,5,1
113,2691,7.3,8840,7,33,45,462,sitting,11,1,5,2
93,2266,5.8,14176,0,23,146,161,lifting,9,1,2,1
109,2093,4.5,3426,7,84,32,211,climbing,9,1,2,1
114,3551,3.9,19945,3,21,47,204,walking,11,1,4,2
120,2612,4.3,14906,3,47,141,41,kneeling,12,0,1,1
80,2895,8.9,15271,5,78,71,238,walking,10,1,4,0
67,3565,8.2,9376,10,34,107,437,climbing,9,0,5,1
75,3586,3.7,13878,7,27,104,208,lifting,10,1,3,1
103,3481,4.0,14339,4,29,162,63,sitting,9,0,2,1
116,3859,7.0,5959,9,48,139,458,walking,12,0,1,1
93,1620,8.9,6482,9,77,160,2,lifting,7,1,3,1
69,1673,9.1,15220,7,51,167,371,climbing,9,1,2,0
64,3265,5.7,15536,6,78,36,124,kneeling,12,0,3,1
79,3939,4.0,8592,8,50,143,345,sitting,12,0,2,1
116,2399,3.6,7291,3,68,39,463,lifting,8,1,3,2
118,1958,5.6,3715,10,89,173,264,kneeling,11,0,3,1
63,2486,4.5,6561,4,84,46,121,climbing,6,1,1,1
88,2596,5.6,15714,10,70,141,397,bending,7,1,0,1
94,1848,6.9,5268,7,62,159,402,sitting,11,0,3,1
88,3010,7.1,15803,9,43,73,237,bending,12,0,0,1
97,2117,5.0,13300,7,65,110,247,kneeling,11,1,1,1
75,3443,4.2,3338,9,45,111,60,climbing,6,1,0,1
86,2783,3.8,4598,7,26,82,410,bending,9,1,0,1
73,2840,4.5,6002,8,33,139,297,sitting,8,0,5,1
105,3727,5.1,12248,4,40,148,68,sitting,8,1,2,1
108,2330,8.3,19174,7,100,179,352,bending,7,0,0,0
78,3621,4.4,6502,3,81,76,187,bending,10,1,4,1
86,2817,3.5,14679,0,35,51,205,sitting,8,1,2,1
66,1834,5.6,1954,3,61,123,189,kneeling,6,0,5,0
103,1709,6.0,1974,5,74,153,245,bending,12,0,5,1
66,2269,9.3,1580,0,88,99,375,bending,12,0,4,1
62,1599,8.9,14928,3,97,89,252,kneeling,7,0,3,0
97,1967,3.6,17367,10,87,145,86,lifting,10,0,3,1
72,1527,7.6,4608,6,62,53,214,kneeling,6,0,2,0
112,3472,4.6,11703,3,62,150,455,bending,6,0,4,1
73,2853,6.6,3635,7,27,77,5,lifting,11,1,2,1
120,2994,3.6,4558,8,77,165,296,lifting,6,1,1,1
97,3981,8.1,5735,3,36,120,177,bending,8,0,5,1
72,2555,7.2,7903,2,30,74,346,sitting,7,0,1,0
81,3610,7.4,7646,3,22,85,204,bending,6,0,1,0
68,3512,8.9,19993,0,52,153,485,bending,8,1,3,1
117,2441,3.6,17826,1,35,37,429,bending,9,0,5,2
113,3787,6.4,13479,7,87,108,173,walking,7,1,5,1
101,2283,7.9,12489,10,78,161,152,walking,9,0,0,0
103,1801,6.5,2503,3,45,132,444,lifting,7,1,1,1
90,2836,3.6,1719,5,27,86,124,bending,8,0,0,1
85,2467,8.3,16682,8,56,120,348,climbing,11,0,3,1
111,2188,5.6,8901,0,51,98,339,bending,7,1,0,1
70,3304,8.5,7112,2,71,63,482,climbing,7,1,0,0
68,2255,7.1,1461,0,95,155,169,lifting,12,0,0,0
109,2263,6.9,9666,0,93,177,211,sitting,9,1,4,1
96,2967,7.3,9998,5,97,164,337,lifting,12,1,0,1
73,1654,4.8,5753,8,57,106,88,bending,7,0,1,1
94,2697,7.9,8129,2,31,92,449,walking,12,0,0,1
101,1706,5.2,6427,9,62,126,0,walking,6,0,4,1
72,1507,7.0,17504,7,43,36,86,lifting,12,1,2,1
69,1705,3.6,6643,5,65,130,304,walking,6,1,0,0
87,2163,4.8,4836,4,50,164,245,sitting,8,0,3,0
114,2505,3.5,8470,5,98,137,67,climbing,9,0,0,1
62,3903,9.4,17061,6,49,77,166,walking,9,0,4,0
88,3080,6.4,9479,8,90,52,118,kneeling,6,1,1,1
115,1532,4.9,17349,5,70,109,32,sitting,7,0,2,0
61,1916,4.9,18304,8,80,173,158,walking,10,1,1,1
105,2327,7.8,16137,1,85,180,130,walking,10,1,0,0
110,3698,7.7,18467,8,66,135,344,walking,10,0,1,0
102,3732,8.2,5868,1,39,43,25,sitting,11,0,3,1
77,3770,8.8,12785,1,67,120,290,climbing,8,1,0,0
72,2054,9.1,17964,7,21,91,314,sitting,11,0,5,1
102,3744,8.2,19044,8,86,101,84,walking,11,1,4,1
76,1535,4.3,3264,6,93,168,355,lifting,9,0,1,0
81,3095,4.7,13584,2,38,99,350,sitting,9,0,3,1
81,2990,6.0,12958,10,82,145,65,walking,8,1,0,0
90,2041,6.3,19004,4,78,77,239,lifting,8,1,2,0
84,1903,6.2,11333,3,71,44,214,bending,10,1,2,1
91,1511,6.0,17033,4,20,46,350,walking,9,0,1,1
100,3577,6.2,2789,0,77,46,55,lifting,9,1,4,1
63,2093,8.2,5749,5,85,131,288,kneeling,12,0,0,0
109,3721,6.7,4234,4,87,106,277,bending,10,1,3,1
103,2847,5.1,3231,2,55,74,493,walking,10,1,0,1
87,1837,5.0,19227,2,35,151,364,walking,11,1,1,1
104,1817,6.9,15109,7,86,66,108,bending,10,1,3,1
80,3261,7.8,14498,5,94,104,350,kneeling,9,0,3,0
95,3434,8.4,18347,5,62,180,370,climbing,6,0,4,1
99,3471,7.7,10248,8,34,165,374,climbing,6,1,1,1
73,3459,7.3,15935,4,76,69,362,climbing,12,1,5,1
73,2172,8.5,18003,1,49,136,33,sitting,11,0,3,1
79,1694,6.4,13838,2,25,75,485,bending,10,0,5,1
61,3472,5.3,11548,9,72,76,379,sitting,6,0,1,0
77,2907,7.1,4557,2,50,48,146,bending,11,0,2,1
70,1835,8.4,18059,2,63,95,490,sitting,11,0,2,0
74,2753,4.8,5857,5,27,44,269,bending,9,0,0,1
82,1783,3.9,9231,1,66,107,384,kneeling,12,0,5,1
94,2268,5.2,10285,2,86,93,180,walking,9,0,3,1
60,3327,6.4,3435,4,96,152,202,sitting,7,0,3,0
99,1937,6.5,2524,3,36,109,88,walking,7,1,0,1
89,3372,7.0,5978,1,33,147,30,lifting,8,0,2,0
80,3111,3.6,1787,1,40,150,435,lifting,9,0,0,1
96,3703,5.2,1529,2,76,38,329,kneeling,8,0,0,1
82,2196,4.2,17050,1,80,163,417,climbing,11,0,2,1
117,3147,7.7,3964,5,72,91,216,kneeling,10,1,2,0
102,3080,7.3,12078,10,22,102,388,sitting,9,1,0,1
109,3198,9.1,6243,8,64,88,197,bending,11,1,2,1
98,2197,6.9,3200,8,80,49,414,lifting,12,0,5,2
86,2456,5.6,10467,3,35,89,124,lifting,6,0,5,1
119,3503,8.0,15312,4,60,109,245,kneeling,12,0,4,1
107,3821,8.5,10145,9,80,52,9,walking,6,0,1,1
113,3444,7.0,4788,6,29,161,171,bending,6,0,4,1
89,3133,6.1,15047,4,56,31,305,walking,12,0,5,1
108,2811,6.4,14948,10,31,104,492,lifting,9,0,3,1
61,1678,5.6,6067,8,73,85,177,climbing,8,0,4,1
92,2881,4.1,11066,4,58,104,492,lifting,7,0,2,1
94,2241,7.8,12514,5,38,130,116,climbing,7,0,4,1
109,1741,9.4,13561,1,83,152,316,kneeling,10,0,2,0
114,2355,6.7,3832,0,21,131,110,lifting,6,1,4,1
100,2941,3.7,14201,1,52,31,343,sitting,10,1,4,1
89,1962,8.7,15210,9,27,153,481,walking,12,0,4,1
69,1937,3.8,6955,0,25,57,59,sitting,10,0,0,1
103,3064,6.8,1743,9,85,101,236,kneeling,7,0,5,1
84,2552,8.9,1365,10,73,58,7,kneeling,9,0,1,0
117,2458,6.6,6086,2,46,171,323,bending,7,0,1,1
83,2367,6.3,11677,10,83,64,238,bending,6,1,4,1
68,2798,3.7,3118,8,100,167,227,walking,6,1,4,1
85,2974,8.7,15460,7,71,154,482,bending,12,1,4,1
118,3566,6.3,7216,0,85,95,418,kneeling,7,1,1,0
60,1661,5.9,14931,3,36,115,218,kneeling,10,1,2,1
88,2770,6.5,8942,6,79,34,220,bending,6,1,2,1
60,1509,4.8,3518,4,27,95,104,kneeling,10,0,0,0
82,2337,3.9,1207,0,66,166,107,sitting,11,0,2,0
104,3719,5.4,19177,4,43,114,168,climbing,6,1,0,1
107,3308,9.2,10883,3,77,129,14,lifting,12,0,1,1
109,2970,6.4,19701,8,35,128,305,sitting,11,0,5,1
112,2999,4.4,14337,9,44,139,26,sitting,12,0,2,1
96,3882,3.6,1236,1,98,91,471,kneeling,12,1,5,1
111,3794,6.9,3611,8,57,90,366,walking,8,1,2,1
91,2772,8.5,11222,10,43,110,302,sitting,11,0,1,1
120,2138,6.8,11938,2,94,86,447,bending,11,0,0,1
63,3282,4.4,13511,8,64,64,50,bending,6,0,5,1
89,2417,5.5,2063,1,45,76,375,bending,8,1,0,1
101,2746,5.2,3771,4,85,66,76,sitting,12,0,0,1
71,2889,7.2,17525,8,91,123,450,sitting,9,0,4,0
114,2401,7.1,9767,2,71,31,278,sitting,8,0,1,0
102,3110,4.4,13278,9,98,58,136,bending,12,0,2,2
73,3841,8.4,11439,6,97,61,238,walking,6,1,0,0
75,3283,7.7,19259,8,96,82,242,walking,9,0,0,0
66,2913,8.9,7003,7,81,81,239,sitting,11,0,0,0
94,2732,5.2,17203,8,94,34,182,walking,10,0,4,1
114,2663,5.2,19651,0,27,72,175,sitting,10,1,4,1
69,2827,8.7,7522,1,47,35,91,walking,12,0,1,1
88,2507,9.1,12343,4,25,123,327,walking,7,1,0,0
111,1892,6.0,16078,8,66,45,419,bending,9,0,4,1
117,2437,4.7,3263,9,88,127,180,kneeling,8,0,0,1
68,1785,8.4,10466,6,61,96,275,lifting,10,0,1,0
111,2183,8.7,1724,6,28,120,87,bending,8,0,0,1
98,1823,6.1,17718,7,92,110,10,sitting,9,0,0,0
115,3139,4.6,11566,0,29,145,416,climbing,8,0,3,1
103,2654,8.3,2220,9,42,80,433,kneeling,12,0,3,1
116,1570,7.7,10192,7,22,148,497,bending,12,0,3,1
87,1709,7.9,17155,9,68,112,65,climbing,7,0,0,0
106,1891,4.5,11659,9,84,70,71,lifting,10,1,0,1
67,3268,9.2,10539,10,52,98,176,lifting,9,1,0,1
73,3500,3.6,9572,0,89,102,310,climbing,10,1,1,1
67,2801,7.8,5550,10,78,104,123,kneeling,7,0,4,0
66,3056,5.6,11322,9,55,168,12,climbing,7,0,4,1
102,2795,8.3,17209,9,62,158,480,bending,12,1,0,1
88,2143,5.6,7226,3,48,35,75,lifting,12,1,4,2
71,2083,3.6,8034,8,56,116,404,walking,10,0,1,0
76,3846,6.3,11380,7,60,68,430,walking,7,1,3,0
65,1632,4.8,6094,1,35,164,211,walking,6,1,0,1
103,2025,5.7,11455,1,51,42,450,kneeling,12,1,1,1
98,2717,4.6,14349,4,98,157,390,climbing,6,1,0,1
73,2694,5.5,6719,1,65,121,169,walking,9,1,1,0
114,1950,5.9,4375,9,65,154,181,kneeling,12,1,0,1
102,3826,7.9,9220,5,53,177,25,climbing,8,1,5,1
115,3535,6.7,5800,9,38,106,28,bending,10,1,3,2
85,1802,9.1,4539,8,76,44,432,lifting,9,1,4,1
109,3770,7.1,1415,0,73,53,281,lifting,7,0,1,1
67,3030,5.7,16225,7,60,77,58,climbing,7,1,4,1
111,2144,7.3,10183,4,65,37,230,climbing,8,1,3,1
93,3597,7.0,11375,5,99,91,318,kneeling,10,1,3,1
120,2985,9.2,4851,4,37,111,475,bending,10,0,3,1
107,2711,4.4,4741,2,20,79,399,climbing,11,0,3,2
60,1545,4.1,11552,2,50,75,125,walking,12,0,2,0
68,1638,5.1,4295,7,95,84,367,kneeling,8,0,4,0
78,2287,3.6,16841,1,85,107,210,climbing,6,0,1,0
105,2853,4.2,9825,9,26,83,111,walking,6,0,4,1
72,3061,7.9,12656,7,38,43,347,climbing,7,0,0,1
83,3190,6.4,14518,10,42,90,257,climbing,8,0,3,1
74,1607,8.2,13340,1,84,44,96,lifting,12,0,4,1
88,3878,8.1,9994,2,70,84,345,sitting,6,1,2,0
108,3519,5.6,3383,5,71,163,115,walking,7,0,5,1
111,3742,8.9,6338,8,100,31,311,lifting,12,0,3,2
90,1617,4.0,18236,2,82,148,330,lifting,9,1,3,1
91,3624,5.5,19382,7,70,141,62,walking,6,1,3,1
105,2658,9.5,9461,4,33,118,429,climbing,8,1,2,1
73,3471,8.9,12006,9,87,77,150,kneeling,6,0,1,0
119,3706,8.2,4815,8,21,54,491,walking,10,1,2,1
92,2617,7.5,11382,7,44,113,85,climbing,8,0,3,1
66,2747,8.6,19708,1,45,57,21,sitting,9,1,1,1
91,2774,3.8,9594,5,75,94,164,sitting,12,0,0,1
100,2228,6.9,8793,8,42,138,163,lifting,7,1,3,2
71,3846,7.0,14283,3,44,145,16,bending,6,1,0,1
64,2394,8.5,3723,10,43,67,79,climbing,11,1,0,1
82,3765,5.0,5956,5,30,52,465,kneeling,12,1,5,2
78,2242,4.4,4935,8,62,159,110,lifting,11,0,1,1
99,3476,5.6,1860,3,57,37,318,climbing,12,0,5,2
115,3693,4.1,18524,5,59,88,485,climbing,7,1,5,1
77,3632,8.6,4476,8,79,78,59,climbing,11,1,1,1
97,3462,6.1,6317,8,52,129,281,sitting,6,0,3,1
64,3496,7.6,12539,10,89,132,426,kneeling,7,1,5,1
105,2660,4.5,2638,10,26,87,317,lifting,9,0,0,1
68,3596,4.0,4476,1,82,38,153,lifting,8,1,4,1
101,3422,4.9,10805,8,26,125,69,lifting,11,1,5,2
60,2025,3.8,8928,9,81,44,321,lifting,9,0,0,1
87,2031,7.0,17857,1,26,145,245,lifting,10,1,5,1
118,3530,6.1,9394,1,71,128,424,lifting,9,1,4,1
